timestamp,contract_symbol,exit_price,reason,pnl
2026-05-06T00:15:27.942309,QQQ260505C00682000,0.46,stop_loss (-40.9%),-2988.00
2026-05-06T02:28:06.006548,QQQ260505C00683000,0.34,stop_loss (-42.1%),-3074.00
2026-05-06T04:52:50.319012,QQQ260505C00681000,1.51,"trailing_stop (peak=63.9%, dropped 25.4% from peak)",1325.00
