timestamp,contract_symbol,exit_price,reason,pnl
2026-05-07T00:06:36.603453,QQQ260506C00691000,0.72,stop_loss (-40.1%),-2744.00
2026-05-07T00:40:59.134694,SPY260506C00731000,1.30,take_profit (83.8%),5428.00
2026-05-07T00:45:11.709372,QQQ260506C00690000,2.11,take_profit (76.7%),4732.00
2026-05-07T01:44:44.700414,SPY260506C00732000,0.50,stop_loss (-40.6%),-2835.00
2026-05-07T02:55:06.046695,QQQ260506C00692000,0.63,stop_loss (-40.1%),-3010.00
