timestamp,underlying,direction,contract_symbol,contract_type,strike,expiry,qty,entry_mid,entry_ask,fill_price,total_cost,target_pct,actual_pct,spread_pct,reason,order_id
2026-05-08T00:01:21.677802,QQQ,short,QQQ260507P00695000,put,695.0,2026-05-07,76,0.89,0.89,0.89,6764.00,7.00,6.95,1.13,QQQ ORB-short px=695.61 OR=695.92-697.20 contract=QQQ260507P00695000 mid=0.89 spr=1.1%,d5575f04-c969-45b4-8db4-a6bfc2bffe1b
2026-05-08T00:10:32.657109,QQQ,long,QQQ260507C00698000,call,698.0,2026-05-07,34,1.90,1.91,1.87,6494.00,7.00,6.84,1.05,QQQ ORB-long px=697.42 OR=695.92-697.20 contract=QQQ260507C00698000 mid=1.90 spr=1.1%,d7e15b54-804a-448f-89f4-d001188e9710
2026-05-08T00:16:38.139707,QQQ,long,QQQ260507C00699000,call,699.0,2026-05-07,44,1.48,1.51,1.48,6644.00,7.00,6.99,4.05,QQQ ORB-long px=697.56 OR=695.92-697.20 contract=QQQ260507C00699000 mid=1.48 spr=4.1%,bb31ae32-6a0a-411e-bfe1-ca0efb2ae4c2
2026-05-08T00:55:09.479860,QQQ,long,QQQ260507C00701000,call,701.0,2026-05-07,56,1.28,1.29,1.29,7224.00,7.00,6.96,1.56,QQQ ORB-long px=700.27 OR=695.92-697.20 contract=QQQ260507C00701000 mid=1.28 spr=1.6%,4bcd407e-060b-4d7d-a2c0-c3526376f90c
