timestamp,contract_symbol,exit_price,reason,pnl
2026-05-27T00:36:11.962514,QQQ260526C00729000,2.96,take_profit (75.7%),5334.00
2026-05-27T00:55:33.761293,QQQ260526C00728000,2.91,"trailing_stop (peak=70.3%, dropped 25.1% from peak)",1984.00
2026-05-27T01:01:29.786846,QQQ260526C00731000,0.87,stop_loss (-44.3%),-3430.00
