timestamp,contract_symbol,exit_price,reason,pnl
2026-06-26T00:10:21.415447,QQQ260625P00720000,7.50,stop_loss (-43.1%),-1722.00
2026-06-26T00:10:21.902403,QQQ260625P00719000,6.78,stop_loss (-41.6%),-1944.00
2026-06-26T00:16:36.304311,QQQ260625P00707000,3.04,take_profit (81.5%),3543.00
2026-06-26T00:18:16.454495,QQQ260625P00706000,1.99,"trailing_stop (peak=71.2%, dropped 26.7% from peak)",1131.00
