timestamp,underlying,direction,contract_symbol,contract_type,strike,expiry,qty,entry_mid,entry_ask,fill_price,total_cost,target_pct,actual_pct,spread_pct,reason,order_id
2026-07-30T23:56:32.391342,SPY,short,SPY260730P00734000,put,734.0,2026-07-30,53,0.93,0.93,0.95,4929.00,7.00,6.91,1.08,SPY ORB-short px=734.74 OR=734.97-736.27 contract=SPY260730P00734000 mid=0.93 spr=1.1%,c3abe5fc-43ae-4c8f-8dbe-f34ceb8526d0
2026-07-30T23:58:23.377902,QQQ,long,QQQ260730C00677000,call,677.0,2026-07-30,9,5.33,5.37,5.39,4833.00,7.00,6.82,1.31,QQQ ORB-long px=676.20 OR=673.30-675.81 contract=QQQ260730C00677000 mid=5.33 spr=1.3%,f9498df7-c91b-44ba-8902-2a54ba59f5ee
2026-07-31T00:28:27.844411,SPY,long,SPY260730C00739000,call,739.0,2026-07-30,24,1.98,2.00,1.98,4800.00,7.00,6.76,2.53,SPY ORB-long px=737.94 OR=734.97-736.27 contract=SPY260730C00739000 mid=1.98 spr=2.5%,1cea189a-d1f7-4b56-a398-9047d151cf69
2026-07-31T00:48:15.312838,SPY,long,SPY260730C00740000,call,740.0,2026-07-30,58,0.81,0.81,0.77,4698.00,7.00,6.95,1.24,SPY ORB-long px=738.75 OR=734.97-736.27 contract=SPY260730C00740000 mid=0.81 spr=1.2%,d5b995b7-ab6f-481d-98d0-ed22f1c34284
