timestamp,contract_symbol,exit_price,reason,pnl
2026-07-21T00:21:04.296674,QQQ260720C00706000,0.32,stop_loss (-43.0%),-2075.00
2026-07-21T00:29:45.006340,QQQ260720P00700000,1.49,stop_loss (-40.2%),-1717.00
2026-07-21T00:57:20.504988,QQQ260720P00699000,2.52,take_profit (75.7%),3132.00
2026-07-21T00:58:39.350666,QQQ260720P00698000,2.13,take_profit (75.4%),3094.00
