timestamp,contract_symbol,exit_price,reason,pnl
2026-07-29T00:07:13.144097,SPY260728P00736000,0.96,stop_loss (-42.1%),-2220.00
2026-07-29T00:22:00.428524,QQQ260728P00670000,2.96,"trailing_stop (peak=68.5%, dropped 25.0% from peak)",1464.00
2026-07-29T00:37:58.806233,QQQ260728P00671000,2.23,stop_loss (-40.1%),-2015.00
2026-07-29T00:38:10.386025,QQQ260728P00669000,1.41,stop_loss (-41.1%),-2323.00
