timestamp,contract_symbol,exit_price,reason,pnl
2026-06-12T00:11:20.901572,SPY260611P00726000,2.13,take_profit (88.9%),4800.00
2026-06-12T00:16:39.421625,QQQ260611C00702000,3.36,stop_loss (-43.7%),-2621.00
2026-06-12T00:45:03.252162,SPY260611C00731000,1.59,"trailing_stop (peak=51.4%, dropped 26.3% from peak)",608.00
2026-06-12T00:52:37.199281,SPY260611C00733000,0.63,stop_loss (-40.5%),-2397.00
