timestamp,underlying,direction,contract_symbol,contract_type,strike,expiry,qty,entry_mid,entry_ask,fill_price,total_cost,target_pct,actual_pct,spread_pct,reason,order_id
2026-05-12T23:56:32.336391,QQQ,long,QQQ260512C00710000,call,710.0,2026-05-12,63,1.06,1.09,1.05,6867.00,7.00,6.99,4.69,QQQ ORB-long px=708.83 OR=706.54-708.67 contract=QQQ260512C00710000 mid=1.06 spr=4.7%,8a8dce7d-4c6c-42f0-926b-ca3078ba9f09
2026-05-12T23:59:41.474247,QQQ,long,QQQ260512C00711000,call,711.0,2026-05-12,124,0.53,0.54,0.54,6696.00,7.00,6.95,3.77,QQQ ORB-long px=709.69 OR=706.54-708.67 contract=QQQ260512C00711000 mid=0.53 spr=3.8%,77e992de-b863-4779-81de-eadf977dfc44
2026-05-13T00:14:12.451305,QQQ,short,QQQ260512P00705000,put,705.0,2026-05-12,55,1.21,1.22,1.21,6710.00,7.00,6.99,1.65,QQQ ORB-short px=706.24 OR=706.54-708.67 contract=QQQ260512P00705000 mid=1.21 spr=1.7%,60d357f5-69f6-49cb-83f1-7712bac34257
2026-05-13T00:44:11.028312,QQQ,short,QQQ260512P00704000,put,704.0,2026-05-12,52,1.35,1.36,1.38,7072.00,7.00,6.99,0.74,QQQ ORB-short px=705.32 OR=706.54-708.67 contract=QQQ260512P00704000 mid=1.35 spr=0.7%,21d6c93f-8b1d-46d7-9ca3-54faa73d6c60
