timestamp,contract_symbol,exit_price,reason,pnl
2026-07-28T00:09:11.644588,QQQ260727P00687000,3.08,"trailing_stop (peak=64.5%, dropped 26.6% from peak)",884.00
2026-07-28T00:23:44.582708,QQQ260727P00688000,6.33,take_profit (75.3%),2882.00
2026-07-28T00:24:36.931748,SPY260727P00743000,3.63,take_profit (76.9%),3297.00
2026-07-28T00:30:35.414618,SPY260727P00741000,3.83,take_profit (83.5%),3828.00
