timestamp,contract_symbol,exit_price,reason,pnl
2026-05-28T00:02:52.696433,QQQ260527P00729000,1.47,stop_loss (-41.9%),-3210.00
2026-05-28T00:10:53.255759,QQQ260527P00726000,1.40,take_profit (78.5%),5612.00
2026-05-28T00:28:10.043083,QQQ260527P00728000,3.41,take_profit (76.0%),5586.00
2026-05-28T00:31:59.867724,QQQ260527P00727000,2.01,"trailing_stop (peak=64.3%, dropped 27.2% from peak)",1315.60
