timestamp,contract_symbol,exit_price,reason,pnl
2026-06-10T00:10:16.479356,QQQ260609C00724000,0.92,stop_loss (-40.6%),-2479.00
2026-06-10T00:11:42.542763,SPY260609C00746000,0.59,stop_loss (-42.0%),-2585.00
2026-06-10T00:32:42.934367,QQQ260609P00718000,3.60,"trailing_stop (peak=69.2%, dropped 25.5% from peak)",1314.00
2026-06-10T00:43:49.779806,SPY260609P00742000,3.35,take_profit (80.1%),4116.00
