timestamp,underlying,direction,contract_symbol,contract_type,strike,expiry,qty,entry_mid,entry_ask,fill_price,total_cost,target_pct,actual_pct,spread_pct,reason,order_id
2026-05-27T23:57:09.077984,QQQ,short,QQQ260527P00728000,put,728.0,2026-05-27,38,1.94,1.95,1.94,7410.00,7.00,6.87,0.51,QQQ ORB-short px=729.09 OR=729.72-733.32 contract=QQQ260527P00728000 mid=1.94 spr=0.5%,f9ef8c18-e76b-42ab-bc57-2179a59dd316
2026-05-27T23:58:31.476376,QQQ,short,QQQ260527P00729000,put,729.0,2026-05-27,30,2.48,2.49,2.54,7470.00,7.00,6.89,0.81,QQQ ORB-short px=729.60 OR=729.72-733.32 contract=QQQ260527P00729000 mid=2.48 spr=0.8%,56106aee-c1ad-421f-ab5f-c6a5ac066f33
2026-05-28T00:03:09.968184,QQQ,short,QQQ260527P00726000,put,726.0,2026-05-27,92,0.77,0.77,0.79,7084.00,7.00,6.93,1.31,QQQ ORB-short px=727.37 OR=729.72-733.32 contract=QQQ260527P00726000 mid=0.77 spr=1.3%,d859f39c-3f14-4a70-8416-da4da678203b
2026-05-28T00:11:42.728907,QQQ,short,QQQ260527P00727000,put,727.0,2026-05-27,44,1.71,1.74,1.71,7656.00,7.00,6.89,3.51,QQQ ORB-short px=728.29 OR=729.72-733.32 contract=QQQ260527P00727000 mid=1.71 spr=3.5%,7ba30d58-f1a0-4a1f-9510-e3fd3b5f19b8
