timestamp,underlying,direction,contract_symbol,contract_type,strike,expiry,qty,entry_mid,entry_ask,fill_price,total_cost,target_pct,actual_pct,spread_pct,reason,order_id
2026-05-20T00:00:13.387269,SPY,short,SPY260519P00733000,put,733.0,2026-05-19,68,1.15,1.15,1.17,7820.00,7.00,6.98,0.87,SPY ORB-short px=733.56 OR=733.82-735.66 contract=SPY260519P00733000 mid=1.15 spr=0.9%,15ac0d58-7269-4df0-baa3-c18479936d66
2026-05-20T00:02:39.871662,SPY,short,SPY260519P00732000,put,732.0,2026-05-19,64,1.23,1.24,1.18,7936.00,7.00,6.94,1.63,SPY ORB-short px=733.10 OR=733.82-735.66 contract=SPY260519P00732000 mid=1.23 spr=1.6%,ac20e46c-7e28-4758-b6b1-161e5bb4a4e1
2026-05-20T00:10:42.619677,SPY,long,SPY260519C00737000,call,737.0,2026-05-19,129,0.65,0.65,0.62,8385.00,7.00,6.96,1.55,SPY ORB-long px=735.80 OR=733.82-735.66 contract=SPY260519C00737000 mid=0.65 spr=1.6%,ddce3450-6543-4419-9679-7f486bd340d0
2026-05-20T00:21:51.466499,QQQ,short,QQQ260519P00698000,put,698.0,2026-05-19,20,4.09,4.16,4.13,8320.00,7.00,6.90,3.45,QQQ ORB-short px=699.47 OR=699.81-705.13 contract=QQQ260519P00698000 mid=4.09 spr=3.4%,68eb4969-38df-44b2-929b-498fd65c05cd
