timestamp,contract_symbol,exit_price,reason,pnl
2026-05-22T00:19:53.867416,QQQ260521C00712000,1.33,stop_loss (-40.8%),-3552.00
2026-05-22T00:20:11.616119,QQQ260521C00711000,1.46,stop_loss (-44.9%),-3751.00
2026-05-22T01:13:39.809111,QQQ260521P00707000,1.57,"trailing_stop (peak=54.5%, dropped 28.5% from peak)",770.00
2026-05-22T01:23:05.100435,QQQ260521P00706000,0.76,stop_loss (-40.5%),-3360.00
