timestamp,underlying,direction,contract_symbol,contract_type,strike,expiry,qty,entry_mid,entry_ask,fill_price,total_cost,target_pct,actual_pct,spread_pct,reason,order_id
2026-06-27T00:12:05.531106,SPY,long,SPY260626C00732000,call,732.0,2026-06-26,20,2.42,2.42,2.42,4840.00,7.00,6.87,0.41,SPY ORB-long px=730.72 OR=726.86-729.66 contract=SPY260626C00732000 mid=2.42 spr=0.4%,f974e004-63c3-48b8-8278-88163699f045
2026-06-27T00:12:08.172272,QQQ,long,QQQ260626C00709000,call,709.0,2026-06-26,10,4.46,4.48,4.43,4480.00,7.00,6.37,0.67,QQQ ORB-long px=708.45 OR=702.81-707.39 contract=QQQ260626C00709000 mid=4.46 spr=0.7%,77dadabb-506e-44c9-b189-afa85fac81d6
2026-06-27T01:15:23.743939,SPY,long,SPY260626C00733000,call,733.0,2026-06-26,41,1.12,1.13,1.11,4633.00,7.00,6.94,1.79,SPY ORB-long px=732.45 OR=726.86-729.66 contract=SPY260626C00733000 mid=1.12 spr=1.8%,73204f05-4c58-4539-8efe-258d9658305e
2026-06-27T01:23:25.571628,SPY,long,SPY260626C00734000,call,734.0,2026-06-26,35,1.43,1.44,1.46,5040.00,7.00,6.95,1.40,SPY ORB-long px=732.76 OR=726.86-729.66 contract=SPY260626C00734000 mid=1.43 spr=1.4%,f39d6e22-a17d-44da-aa44-9dd926a3b1e8
